ISIN,Ticker,InstrumentName,InstrumentType,Currency,Exchange,Price,Vendor
USLX0TPHA8CQ,MTB,M&T Bank Corporation,Financial Services,USD,NYQ,189.48,VendorA
USF52NPZDS5C,DXCM,"DexCom, Inc.",Healthcare,USD,NMS,80.04,VendorA
USXZUCU94KMR,ED,"Consolidated Edison, Inc.",Utilities,USD,NYQ,90.03,VendorA
USZA7VGGMSUJ,EBAY,eBay Inc.,Consumer Cyclical,USD,NMS,65.01,VendorA
USPGGZ89N326,HPQ,HP Inc.,Technology,USD,NYQ,32.94,VendorA
USSI6RQTSTE6,IRM,Iron Mountain Incorporated,Real Estate,USD,NYQ,105.1,VendorA
USQP3F24942E,EIX,Edison International,Utilities,USD,NYQ,79.52,VendorA
USTHK5SDM1UK,LYV,"Live Nation Entertainment, Inc.",Communication Services,USD,NYQ,133.28,VendorA
US7WNKDOVDVB,VICI,VICI Properties Inc.,Real Estate,USD,NYQ,28.79,VendorA
USEZEZL8ISM7,CNC,Centene Corporation,Healthcare,USD,NYQ,59.58,VendorA
US8MW329SB8A,WEC,"WEC Energy Group, Inc.",Utilities,USD,NYQ,94.5,VendorA
US7P3V2Z9ROP,MCHP,Microchip Technology Incorporated,Technology,USD,NMS,55.51,VendorA
USRGTQTDBFJI,HUM,Humana Inc.,Healthcare,USD,NYQ,247.1,VendorA
USHMQDSLWJDJ,ANSS,"ANSYS, Inc.",Technology,USD,NMS,338.38,VendorA
USKIQY8APTEN,BRO,"Brown & Brown, Inc.",Financial Services,USD,NYQ,102.93,VendorA
USINQEOKM42C,CSGP,"CoStar Group, Inc.",Real Estate,USD,NMS,71.44,VendorA
USZQBBSSEWFD,MPWR,"Monolithic Power Systems, Inc.",Technology,USD,NMS,593.22,VendorA
USI0GI7XFVDQ,GDDY,GoDaddy Inc.,Technology,USD,NYQ,205.41,VendorA
US0NZD6P8YX9,TSCO,Tractor Supply Company,Consumer Cyclical,USD,NMS,53.92,VendorA
US3F0RIPKZKQ,STT,State Street Corporation,Financial Services,USD,NYQ,98.2,VendorA
USZH0CLFJ5KT,CAH,"Cardinal Health, Inc.",Healthcare,USD,NYQ,118.28,VendorA
USGZ8TH0LH32,GPN,Global Payments Inc.,Industrials,USD,NYQ,112.03,VendorA
USC4MTGTU7PQ,FITB,Fifth Third Bancorp,Financial Services,USD,NMS,42.93,VendorA
USEQB9SF6OWB,XYL,Xylem Inc.,Industrials,USD,NYQ,117.14,VendorA
USWLTEH6F6J4,HPE,Hewlett Packard Enterprise Company,Technology,USD,NYQ,21.61,VendorA
US8THJ38VAFQ,KEYS,"Keysight Technologies, Inc.",Technology,USD,NYQ,163.22,VendorA
US14ZBAN0001,DOW,Dow Inc.,Basic Materials,USD,NYQ,39.94,VendorA
USQU53AM97O9,EQR,Equity Residential,Real Estate,USD,NYQ,71.35,VendorA
USS5WKD6M4Z7,ON,ON Semiconductor Corporation,Technology,USD,NMS,65.5,VendorA
USBA08XPLYY5,PPG,"PPG Industries, Inc.",Basic Materials,USD,NYQ,120.21,VendorA
USALDGE9WXSK,K,Kellanova,Consumer Defensive,USD,NYQ,80.5,VendorA
USW0TIR1X9KL,SW,Smurfit Westrock Plc,Consumer Cyclical,USD,NYQ,53.28,VendorA
USHKBA0V98TS,NUE,Nucor Corporation,Basic Materials,USD,NYQ,116.58,VendorA
USS4EEP1NXKW,EL,The Estée Lauder Companies Inc.,Consumer Defensive,USD,NYQ,74.36,VendorA
US4X3Q61NLXY,BR,"Broadridge Financial Solutions, Inc.",Technology,USD,NYQ,226.01,VendorA
USKOVUPHTMJO,WBD,"Warner Bros. Discovery, Inc.",Communication Services,USD,NMS,10.69,VendorA
USW67OZBV3XD,TPL,Texas Pacific Land Corporation,Energy,USD,NYQ,1133.12,VendorA
USBPFSDRHXOF,CHD,"Church & Dwight Co., Inc.",Consumer Defensive,USD,NYQ,106.1,VendorA
USMVZMKMINVB,MTD,Mettler-Toledo International Inc.,Healthcare,USD,NYQ,1230.74,VendorA
USQSJGUF2T0B,DOV,Dover Corporation,Industrials,USD,NYQ,189.27,VendorA
USU3NXP2BO8Q,TYL,"Tyler Technologies, Inc.",Technology,USD,NYQ,605.42,VendorA
USA6Q9XFG2Z4,FTV,Fortive Corporation,Technology,USD,NYQ,74.45,VendorA
USN0862G8HMX,TROW,"T. Rowe Price Group, Inc.",Financial Services,USD,NMS,116.12,VendorA
USS6RZZADK5U,VLTO,Veralto Corporation,Industrials,USD,NYQ,104.25,VendorA
USMGB7WUSVUA,EQT,EQT Corporation,Energy,USD,NYQ,42.99,VendorA
USRCAX62LRS6,SYF,Synchrony Financial,Financial Services,USD,NYQ,65.45,VendorA
USYMZVERGZ6D,NVR,"NVR, Inc.",Consumer Cyclical,USD,NYQ,8276.78,VendorA
USZGHOL1X1AE,DTE,DTE Energy Company,Utilities,USD,NYQ,120.18,VendorA
USBGB7TTPPME,VTR,"Ventas, Inc.",Real Estate,USD,NYQ,58.76,VendorA
US98T5D20ZRK,AWK,"American Water Works Company, Inc.",Utilities,USD,NYQ,125.92,VendorA
USIY60NW20KR,ADM,Archer-Daniels-Midland Company,Consumer Defensive,USD,NYQ,50.49,VendorA
US2EUHN243NI,NTAP,"NetApp, Inc.",Technology,USD,NMS,118.45,VendorA
USU8OK9FSCV8,WST,"West Pharmaceutical Services, Inc.",Healthcare,USD,NYQ,331.4,VendorA
USXF4UFR2NPD,CPAY,"Corpay, Inc.",Technology,USD,NYQ,343.83,VendorA
US3DLAI366JK,PPL,PPL Corporation,Utilities,USD,NYQ,32.43,VendorA
USNON7NXCGXZ,LYB,LyondellBasell Industries N.V.,Basic Materials,USD,NYQ,73.5,VendorA
USYHRG8IFR5S,AEE,Ameren Corporation,Utilities,USD,NYQ,89.29,VendorA
USGC4966X1HH,EXPE,"Expedia Group, Inc.",Consumer Cyclical,USD,NMS,184.75,VendorA
USBQLE0OUOAM,HBAN,Huntington Bancshares Incorporated,Financial Services,USD,NMS,16.32,VendorA
USX5IDCIF71H,CDW,CDW Corporation,Technology,USD,NMS,174.53,VendorA
US941LRPXY9Q,FE,FirstEnergy Corp.,Utilities,USD,NYQ,39.79,VendorA
USWWBE4ES6FG,HUBB,Hubbell Incorporated,Industrials,USD,NYQ,426.8,VendorA
US62KXJY8X5V,HAL,Halliburton Company,Energy,USD,NYQ,25.97,VendorA
USZ8J5XFY2U5,ROL,"Rollins, Inc.",Consumer Cyclical,USD,NYQ,46.92,VendorA
USMPB9G3J2ZA,PHM,"PulteGroup, Inc.",Consumer Cyclical,USD,NYQ,110.52,VendorA
USIKCIKH4AEX,CINF,Cincinnati Financial Corporation,Financial Services,USD,NMS,144.57,VendorA
USF0K877VR48,PTC,PTC Inc.,Technology,USD,NMS,187.58,VendorA
US3IRJ1FKB9Q,WRB,W. R. Berkley Corporation,Financial Services,USD,NYQ,58.57,VendorA
USISZJHJLB1B,DRI,"Darden Restaurants, Inc.",Consumer Cyclical,USD,NYQ,187.59,VendorA
US6207WRKA4Y,FOXA,Fox Corporation,Communication Services,USD,NMS,49.53,VendorA
US3ANBRKQ31Z,FOX,Fox Corporation,Communication Services,USD,NMS,46.65,VendorA
USKNB56CE76X,IFF,International Flavors & Fragrances Inc.,Basic Materials,USD,NYQ,85.74,VendorA
USEGQ4NHR4O9,SBAC,SBA Communications Corporation,Real Estate,USD,NMS,203.57,VendorA
USBVTDVKQRK6,WAT,Waters Corporation,Healthcare,USD,NYQ,368.16,VendorA
USXJZOVRSAUH,ERIE,Erie Indemnity Company,Financial Services,USD,NMS,416.48,VendorA
USICA1DSJOSZ,TDY,Teledyne Technologies Incorporated,Technology,USD,NYQ,467.25,VendorA
USMWRVUF2W72,ATO,Atmos Energy Corporation,Utilities,USD,NYQ,139.69,VendorA
USDRXO0GHV5V,RF,Regions Financial Corporation,Financial Services,USD,NYQ,23.77,VendorA
USO3GV2EPVZR,BIIB,Biogen Inc.,Healthcare,USD,NMS,146.47,VendorA
US7XN5962YGQ,ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,USD,NYQ,107.12,VendorA
USKYHBFTF6A3,CNP,"CenterPoint Energy, Inc.",Utilities,USD,NYQ,32.54,VendorA
USZ8RUF1MXD6,MKC,"McCormick & Company, Incorporated",Consumer Defensive,USD,NYQ,78.86,VendorA
USGBY576GWN3,ES,Eversource Energy,Utilities,USD,NYQ,56.95,VendorA
US782RZCH3HQ,WDC,Western Digital Corporation,Technology,USD,NMS,60.24,VendorA
US0ZKF73EYSC,TSN,"Tyson Foods, Inc.",Consumer Defensive,USD,NYQ,58.02,VendorA
USUB2JIPILIX,TER,"Teradyne, Inc.",Technology,USD,NMS,125.95,VendorA
US5K1L7UWRCS,STE,STERIS plc,Healthcare,USD,NYQ,207.49,VendorA
USIAF583G313,PKG,Packaging Corporation of America,Consumer Cyclical,USD,NYQ,227.98,VendorA
US9UYEXBYEPC,CLX,The Clorox Company,Consumer Defensive,USD,NYQ,164.44,VendorA
US4XBUVF8W46,NTRS,Northern Trust Corporation,Financial Services,USD,NMS,102.48,VendorA
USKJ9G4MRUWX,ZBRA,Zebra Technologies Corporation,Technology,USD,NMS,393.04,VendorA
USDSQZ4C9I8T,DVN,Devon Energy Corporation,Energy,USD,NYQ,30.77,VendorA
USJSRRPS2IJ2,CBOE,"Cboe Global Markets, Inc.",Financial Services,USD,BTS,191.61,VendorA
USY7YSVV0ICZ,WY,Weyerhaeuser Company,Real Estate,USD,NYQ,27.5,VendorA
US7IJECEFDK1,LUV,Southwest Airlines Co.,Industrials,USD,NYQ,33.28,VendorA
USYUYSAEPD11,ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,USD,NMS,430.01,VendorA
USAN17V13K8K,CMS,CMS Energy Corporation,Utilities,USD,NYQ,66.61,VendorA
USS8SC85QR0Q,INVH,Invitation Homes Inc.,Real Estate,USD,NYQ,32.14,VendorA
USN9D8DKYHH0,FSLR,"First Solar, Inc.",Technology,USD,NMS,182.39,VendorA
US2KHB8UDB2E,BF-B,Brown-Forman Corporation,Consumer Defensive,USD,NYQ,41.28,VendorA
USCKI2RN2ZHR,LDOS,"Leidos Holdings, Inc.",Technology,USD,NYQ,144.81,VendorA
USJD24EA4SRG,CFG,"Citizens Financial Group, Inc.",Financial Services,USD,NYQ,43.45,VendorA
USRDRFBNKZGP,LH,Labcorp Holdings Inc.,Healthcare,USD,NYQ,228.61,VendorA
USOQG2YWZOR4,VRSN,"VeriSign, Inc.",Technology,USD,NMS,198.84,VendorA
US15KK6GSDV3,IP,International Paper Company,Consumer Cyclical,USD,NYQ,54.45,VendorA
USCUX4HCZYPZ,ESS,"Essex Property Trust, Inc.",Real Estate,USD,NYQ,283.76,VendorA
US00W4B3L2OW,PODD,Insulet Corporation,Healthcare,USD,NMS,266.57,VendorA
USBC2OPA4BPT,COO,"The Cooper Companies, Inc.",Healthcare,USD,NMS,93.44,VendorA
USY6RLF0VPIP,SMCI,"Super Micro Computer, Inc.",Technology,USD,NMS,31.59,VendorA
USUSOY6ZM5NL,STX,Seagate Technology Holdings plc,Technology,USD,NMS,87.31,VendorA
USII9ENTKGNQ,MAA,"Mid-America Apartment Communities, Inc.",Real Estate,USD,NYQ,153.4,VendorA
USVS8T5V8MP1,FDS,FactSet Research Systems Inc.,Financial Services,USD,NYQ,483.52,VendorA
UST1ZGDEIKLI,NRG,"NRG Energy, Inc.",Utilities,USD,NYQ,90.45,VendorA
USB5J8J1QXH4,BBY,"Best Buy Co., Inc.",Consumer Cyclical,USD,NYQ,85.55,VendorA
USTBFABMV0OH,SNA,Snap-on Incorporated,Industrials,USD,NYQ,343.65,VendorA
US6N4AQQLGDJ,L,Loews Corporation,Financial Services,USD,NYQ,83.19,VendorA
USV26XL9UAJA,PFG,"Principal Financial Group, Inc.",Financial Services,USD,NMS,77.3,VendorA
US1D0GDDMO4Y,STLD,"Steel Dynamics, Inc.",Basic Materials,USD,NMS,115.69,VendorA
USHF4OZSUHVZ,TRMB,Trimble Inc.,Technology,USD,NMS,71.64,VendorA
US3OLYUOB1NB,OMC,Omnicom Group Inc.,Communication Services,USD,NYQ,88.86,VendorA
USO6SH46W12G,CTRA,Coterra Energy Inc.,Energy,USD,NYQ,23.68,VendorA
USBBCM1DHPVX,HRL,Hormel Foods Corporation,Consumer Defensive,USD,NYQ,31.68,VendorA
USCR2MTUDL3T,ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,USD,NYQ,99.17,VendorA
USM7OP47UJTA,BLDR,"Builders FirstSource, Inc.",Industrials,USD,NYQ,150.5,VendorA
US21ZPN5SQ8Q,JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,USD,NMS,170.23,VendorA
US4SYS8AV4AU,GEN,Gen Digital Inc.,Technology,USD,NMS,27.83,VendorA
USMQOPR772RZ,DGX,Quest Diagnostics Incorporated,Healthcare,USD,NYQ,153.1,VendorA
USED92AWZG1U,KEY,KeyCorp,Financial Services,USD,NYQ,17.09,VendorA
US9V0MIQHMEA,NI,NiSource Inc.,Utilities,USD,NYQ,36.17,VendorA
USJYWZ9I6O8F,MOH,"Molina Healthcare, Inc.",Healthcare,USD,NYQ,294.73,VendorA
USSZE06V34P0,PNR,Pentair plc,Industrials,USD,NYQ,101.95,VendorA
US9C7ZWEGMI8,J,Jacobs Solutions Inc.,Industrials,USD,NYQ,135.75,VendorA
USU75UB0UX8M,DG,Dollar General Corporation,Consumer Defensive,USD,NYQ,76.4,VendorA
USVU3JT6BCOV,BALL,Ball Corporation,Consumer Cyclical,USD,NYQ,55.8,VendorA
USASBK8Z40AH,NWS,News Corporation,Communication Services,USD,NMS,30.7,VendorA
USCD0B965I2Z,NWSA,News Corporation,Communication Services,USD,NMS,27.86,VendorA
USWQQ6YNBMUR,UDR,"UDR, Inc.",Real Estate,USD,NYQ,43.46,VendorA
USETY8GYR9E0,HOLX,"Hologic, Inc.",Healthcare,USD,NMS,71.65,VendorA
USGQ3MVA1YI0,JBL,Jabil Inc.,Technology,USD,NYQ,145.0,VendorA
USGPLG6M4RG4,GPC,Genuine Parts Company,Consumer Cyclical,USD,NYQ,115.73,VendorA
US2SL6H13OTT,IEX,IDEX Corporation,Industrials,USD,NYQ,212.38,VendorA
USGZKHQNCK68,MAS,Masco Corporation,Industrials,USD,NYQ,74.39,VendorA
USYMYQ0G7R11,KIM,Kimco Realty Corporation,Real Estate,USD,NYQ,23.42,VendorA
USY1UZ1X11VV,ALGN,"Align Technology, Inc.",Healthcare,USD,NMS,211.06,VendorA
US10VTVNIWPY,DLTR,"Dollar Tree, Inc.",Consumer Defensive,USD,NMS,72.94,VendorA
US8GRI1UO8B8,EXPD,"Expeditors International of Washington, Inc.",Industrials,USD,NYQ,111.48,VendorA
USFMLU7365CK,EG,"Everest Group, Ltd.",Financial Services,USD,NYQ,356.64,VendorA
USALNOEOIO8F,MRNA,"Moderna, Inc.",Healthcare,USD,NMS,39.39,VendorA
US623WW90K4C,LNT,Alliant Energy Corporation,Utilities,USD,NMS,58.95,VendorA
USSIT9KWPCI8,AVY,Avery Dennison Corporation,Consumer Cyclical,USD,NYQ,188.13,VendorA
USXLA2O1O1RT,BAX,Baxter International Inc.,Healthcare,USD,NYQ,29.5,VendorA
US6QZN8OS2GU,TPR,"Tapestry, Inc.",Consumer Cyclical,USD,NYQ,64.15,VendorA
USXINEPWEEIL,VTRS,Viatris Inc.,Healthcare,USD,NMS,12.52,VendorA
USQ7YVX6Y48R,CF,"CF Industries Holdings, Inc.",Basic Materials,USD,NYQ,84.98,VendorA
USDIT9H6NZQ0,FFIV,"F5, Inc.",Technology,USD,NMS,252.25,VendorA
US4TK9YF4A40,DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,USD,NYQ,426.18,VendorA
US2L3YKJWZCB,AKAM,"Akamai Technologies, Inc.",Technology,USD,NMS,95.89,VendorA
USAURL8ATDB7,RL,Ralph Lauren Corporation,Consumer Cyclical,USD,NYQ,230.28,VendorA
USYSKVIQFIF9,TXT,Textron Inc.,Industrials,USD,NYQ,76.85,VendorA
USW7FB0SCDQU,SWKS,"Skyworks Solutions, Inc.",Technology,USD,NMS,88.75,VendorA
USPDSBLZ285D,EVRG,"Evergy, Inc.",Utilities,USD,NMS,61.43,VendorA
USNUA2UQL4WI,EPAM,"EPAM Systems, Inc.",Technology,USD,NYQ,248.26,VendorA
USXIZ20VETUE,DOC,"Healthpeak Properties, Inc.",Real Estate,USD,NYQ,20.12,VendorA
USG80UTLV6U2,APTV,Aptiv PLC,Consumer Cyclical,USD,NYQ,58.86,VendorA
USIZ5W2OV5XD,RVTY,"Revvity, Inc.",Healthcare,USD,NYQ,112.56,VendorA
USG3MLFDONB8,AMCR,Amcor plc,Consumer Cyclical,USD,NYQ,9.4,VendorA
USKJ281D5J02,REG,Regency Centers Corporation,Real Estate,USD,NMS,73.8,VendorA
US5IJ1VW3Y4D,POOL,Pool Corporation,Industrials,USD,NMS,349.04,VendorA
US57OXRA3H77,INCY,Incyte Corporation,Healthcare,USD,NMS,68.84,VendorA
USGB6ZA7295D,BXP,"BXP, Inc.",Real Estate,USD,NYQ,74.64,VendorA
USL8IFAS0Q61,KMX,"CarMax, Inc.",Consumer Cyclical,USD,NYQ,84.27,VendorA
USWT9ZOF6V15,CAG,"Conagra Brands, Inc.",Consumer Defensive,USD,NYQ,27.11,VendorA
USEYFGA6M181,HST,"Host Hotels & Resorts, Inc.",Real Estate,USD,NMS,18.2,VendorA
USYFFBI5XTID,JKHY,"Jack Henry & Associates, Inc.",Technology,USD,NMS,176.74,VendorA
USEK9R6QKZ1M,SWK,"Stanley Black & Decker, Inc.",Industrials,USD,NYQ,82.0,VendorA
USMH3XGEBJXS,DVA,DaVita Inc.,Healthcare,USD,NYQ,151.85,VendorA
USNTDOUVC39V,CPB,The Campbell's Company,Consumer Defensive,USD,NMS,41.5,VendorA
US4DZJWO4D5G,CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,USD,NMS,104.34,VendorA
USEP2Q6V9Q1F,JNPR,"Juniper Networks, Inc.",Technology,USD,NYQ,37.24,VendorA
USLTV5MRP1PI,CPT,Camden Property Trust,Real Estate,USD,NYQ,114.91,VendorA
US6SMRETB64G,TAP,Molson Coors Beverage Company,Consumer Defensive,USD,NYQ,59.34,VendorA
USYK5FBGUKZX,NDSN,Nordson Corporation,Industrials,USD,NMS,209.73,VendorA
USJPUE0T96DQ,PAYC,"Paycom Software, Inc.",Technology,USD,NYQ,207.23,VendorA
US8UA38U04FC,UHS,"Universal Health Services, Inc.",Healthcare,USD,NYQ,180.11,VendorA
US0L91NKC1FE,NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,USD,NYQ,26.91,VendorA
US1RNN64G2FB,DAY,Dayforce Inc,Technology,USD,NYQ,74.84,VendorA
USKJ5ZAW82Y1,SJM,The J. M. Smucker Company,Consumer Defensive,USD,NYQ,109.89,VendorA
USBA8NY2PD7N,TECH,Bio-Techne Corporation,Healthcare,USD,NMS,73.17,VendorA
USONNLO41NZW,SOLV,Solventum Corporation,Healthcare,USD,NYQ,66.83,VendorA
USLSOU1WT9K3,ALLE,Allegion plc,Industrials,USD,NYQ,132.18,VendorA
USI3ASR4POQR,BG,Bunge Global SA,Consumer Defensive,USD,NYQ,79.1,VendorA
US0U764XNGDS,AIZ,"Assurant, Inc.",Financial Services,USD,NYQ,212.27,VendorA
USQTFSMFKOZ4,IPG,"The Interpublic Group of Companies, Inc.",Communication Services,USD,NYQ,29.07,VendorA
USPU89PZUIEM,BEN,"Franklin Resources, Inc.",Financial Services,USD,NYQ,20.49,VendorA
USXO22ZLAFYQ,EMN,Eastman Chemical Company,Basic Materials,USD,NYQ,91.76,VendorA
US60W97ND6CV,ALB,Albemarle Corporation,Basic Materials,USD,NYQ,88.65,VendorA
US340GXF6TJ9,MGM,MGM Resorts International,Consumer Cyclical,USD,NYQ,34.16,VendorA
US35WNLBVCHE,AOS,A. O. Smith Corporation,Industrials,USD,NYQ,68.72,VendorA
US6MP0GGRAK7,WYNN,"Wynn Resorts, Limited",Consumer Cyclical,USD,NMS,88.95,VendorA
US4Y3JR5ZRLI,PNW,Pinnacle West Capital Corporation,Utilities,USD,NYQ,84.96,VendorA
USKRI081L2JS,ENPH,"Enphase Energy, Inc.",Technology,USD,NGM,71.45,VendorA
USU9QXP03W3V,LKQ,LKQ Corporation,Consumer Cyclical,USD,NMS,36.88,VendorA
US107O0CDRQU,FRT,Federal Realty Investment Trust,Real Estate,USD,NYQ,111.92,VendorA
US8R7BQUGGXD,CRL,"Charles River Laboratories International, Inc.",Healthcare,USD,NYQ,185.77,VendorA
USGO7AUKKXTV,GNRC,Generac Holdings Inc.,Industrials,USD,NYQ,156.26,VendorA
US7LKW1OXJMA,AES,The AES Corporation,Utilities,USD,NYQ,13.0,VendorA
US6BBTDDRLZ8,GL,Globe Life Inc.,Financial Services,USD,NYQ,109.39,VendorA
US736LJJ9IAT,LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,USD,NYQ,62.09,VendorA
USCMUSTVD7T9,HSIC,"Henry Schein, Inc.",Healthcare,USD,NMS,69.82,VendorA
USHNCUHQEFXK,MKTX,MarketAxess Holdings Inc.,Financial Services,USD,NMS,230.15,VendorA
US0LGQWIZHN9,MTCH,"Match Group, Inc.",Communication Services,USD,NMS,33.76,VendorA
US7ANIO13EBA,TFX,Teleflex Incorporated,Healthcare,USD,NYQ,178.16,VendorA
USQT5M3NMTN7,WBA,"Walgreens Boots Alliance, Inc.",Healthcare,USD,NMS,9.55,VendorA
US5EF33RLLWJ,HAS,"Hasbro, Inc.",Consumer Cyclical,USD,NMS,57.58,VendorA
USX8E5A8ZWJD,IVZ,Invesco Ltd.,Financial Services,USD,NYQ,17.33,VendorA
USYEK4BNJ3B6,APA,APA Corporation,Energy,USD,NMS,21.04,VendorA
USH21SUQ87HY,MOS,The Mosaic Company,Basic Materials,USD,NYQ,24.07,VendorA
USVDRHIX86GZ,PARA,Paramount Global,Communication Services,USD,NMS,10.66,VendorA
US96NQ0YTL3W,MHK,"Mohawk Industries, Inc.",Consumer Cyclical,USD,NYQ,119.16,VendorA
USXSIYB364J4,CE,Celanese Corporation,Basic Materials,USD,NYQ,68.25,VendorA
USNPKGFRARYU,HII,"Huntington Ingalls Industries, Inc.",Industrials,USD,NYQ,190.45,VendorA
US6JVM582OGO,CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,USD,NMS,32.82,VendorA
US2ML49H7JB5,BWA,BorgWarner Inc.,Consumer Cyclical,USD,NYQ,31.88,VendorA
USUBXRXOMX4C,QRVO,"Qorvo, Inc.",Technology,USD,NMS,70.85,VendorA
USXAUOBRHPP7,FMC,FMC Corporation,Basic Materials,USD,NYQ,50.15,VendorA
USXO7A03YINF,AMTM,"Amentum Holdings, Inc.",Industrials,USD,NYQ,19.17,VendorA
